features,reg,RMSE
10.31223313667957,0.05235069832562805,0.914336764315402
10.449473696053456,0.10652518125783175,0.9119404375809421
69.22437515228306,0.184550298348822,0.9103614894175697
82.33335995446807,0.23835832168977356,0.9135528845575063
70.52562145958628,0.25823975988805853,0.9066515574123611
11.92427309672029,0.26361966206205756,0.911497771268493
73.15020453730125,0.3439661464300045,0.9152240774154867
96.83640353890851,0.10340921556306562,0.909368140691298
83.11987002764894,0.3785078688159926,0.9162331560244492
89.66139892013616,0.37155942641122647,0.9085664053662043
36.00488125005896,0.208350978477884,0.9105967762874951
70.60797300909165,0.325494003212021,0.9147258263254101
93.46076063361511,0.37923740655397126,0.9181373906557992
20.25366753104598,0.36938094067212907,0.9118991492935397
95.56879634388112,0.2510274322889753,0.9165736220708478
26.79249047856145,0.06529158190445036,0.9067282469135347
35.61483559808997,0.1272546570013439,0.9170730887174586
75.08335426988359,0.30009860976194963,0.906175603300592
46.83405890725412,0.3005239887201842,0.9065471547736531
58.763487342561554,0.22328111811747064,0.9102348836058238
51.337616583007076,0.2866475693717673,0.9090543259731143
54.449993178513076,0.31900577403293084,0.9060460097503956
56.839798516865095,0.32098542721778417,0.9122234428515735
63.63939515384729,0.16743378383414814,0.9112523952530011
45.6782132941744,0.2859267141365894,0.9072713611994413
81.7243724268512,0.34187472186253265,0.9112022636021949
38.65430443267017,0.398497799667813,0.9159540874046505
62.67619046806242,0.30515082142702826,0.9051741742013121
61.57465955663161,0.33445719455675554,0.9105533850563446
52.40828419733305,0.1858573090675369,0.9111964179812001
28.17783483682118,0.14630913374391064,0.9083990878084691
64.920894861058,0.3969308074228176,0.9097361931408771
42.48003317264023,0.2726358404264121,0.9125197691393216
2.981987415008234,0.02110868390251408,0.920855864421326
55.856170321026916,0.2290056679763535,0.9118521850822215
77.66528666110283,0.3118703878932249,0.9059392114341076
80.10047049582528,0.35371294088194866,0.9106716277593709
88.37236043411873,0.25050791486899876,0.9031833125697202
87.68638867062411,0.24807069914297875,0.9114077445416495
99.34015468089123,0.18131312211100054,0.9125990486457879
87.92582020023478,0.20707359777081613,0.9046451703642745
88.23619857754869,0.06754015553338763,0.9119682260350073
99.19102270544192,0.21320681808652384,0.9048207230112246
91.7852572362828,0.10382959349301535,0.9090532267791983
68.53916015976804,0.14430550244008064,0.9105274765174847
73.61166803435022,0.19974209326029083,0.9124904104720802
85.20066371720874,0.2705509539190625,0.9077523690903477
67.96901777521455,0.15971824098473386,0.9003367816883051
95.47330273919161,0.08299624197851861,0.9085463111625472
70.25293813836444,0.11651835269142194,0.9104740173271569
77.52174281213266,0.1547007221682026,0.9050218085367417
47.744611690475296,0.23817231335138783,0.9153963395301836
83.7959773487577,0.0453498715531746,0.9030567261665315
68.43438745453037,0.011868196506935345,0.9114682114673069
21.291909326275302,0.033885721463627894,0.9167640291454607
59.90537612153563,0.04463867141275141,0.9097274424032782
66.33884643777229,0.13030885000556255,0.9102907947601702
31.327018434357647,0.0849034356468959,0.9134141007075358
84.65296382891782,0.06393264955022299,0.9086135636951322
75.30913518186485,0.16751820438059695,0.9100544482057716
6.838992626601971,0.02644010601534345,0.9151326909813876
92.21525016936499,0.08674201707194996,0.9109380488888739
43.4659685196126,0.11622398400406565,0.9105487879269762
79.36189981939523,0.04992313646019517,0.9146934389988676
50.199406863531465,0.18892696102544723,0.9126885275260039
72.10747193023327,0.2519868838814528,0.9096456197478404
83.97088640759299,0.22402904568294363,0.9133898268434262
96.96355443216291,0.2857074682478939,0.9045144701215142
91.19643873437636,0.26166424242372993,0.9060797388335223
66.12048560591083,0.23814400190395194,0.9069954377004986
82.09135545029137,0.1698762589621234,0.902591435498299
75.46365737016603,0.16848647963456106,0.9107666413570662
81.47048505303259,0.13622478479769054,0.9065533487993152
57.889189275998035,0.09154445900565313,0.9120655621552035
61.00736973109259,0.1569384208054076,0.9025563101800621
38.998179524493736,0.15759958850390665,0.9081242754156598
54.96803527061439,0.11796938404444358,0.911270089329725
60.33879770487771,0.1977257194680137,0.9178525633600342
50.132552667898324,0.17753861947824592,0.9175533215956756
63.250314053974336,0.154714798997987,0.9105625576127354
34.321782509797856,0.2161695829777011,0.9051936992661355
53.41585979220009,0.14205246699786,0.9161441428260567
72.21770768093789,0.12446408934240931,0.9040082060338523
77.71485895584681,0.09689701750897478,0.9073037424371438
67.07325705824493,0.07231539437944348,0.9058866165436955
19.07141606373795,0.19220053063250997,0.9220400397523009
56.881115380906465,0.1778140549553347,0.9083344872077705
46.584303430130575,0.10787930060189282,0.909036713062126
40.683999176638906,0.20530997964155273,0.9186374336133378
61.386818488275736,0.2313601014863358,0.9121304062887967
64.53796504540132,0.07609687278710006,0.9057837353967901
43.616848146348026,0.1637517839729111,0.9053678929232457
86.50152320542482,0.13479158732329793,0.9148031110006933
70.09897694008457,0.057531769466319244,0.904184442205762
95.64992122615446,0.21548566767877686,0.9120277512823227
80.56210820202642,0.14813202683074758,0.9051206376811429
74.54616981472931,0.11051279641604765,0.9101422625158373
51.575355460472615,0.2716512010055636,0.9120509184711753
59.160090704553674,0.12389958475292683,0.9132836725788535
25.88739906931439,0.09743987171559704,0.9058903116928403
