items,users,damping,RMSE
True,True,0.7159195464832333,0.9078027884531783
True,True,0.9071085372680125,0.909815284094583
False,False,0.6753362878728932,0.9094064765472457
False,False,0.2165066797738171,0.9085328635410003
True,False,0.02333624058351902,0.9078672013944245
True,True,0.7607469134177317,0.9093714263224105
False,False,0.16735798273942193,0.9102439644959531
True,True,0.32781477361028155,0.9072079472172307
False,False,0.18698333770207498,0.909672173784819
True,True,0.02378894092137973,0.9090214824107774
True,True,0.7820554647245656,0.9108592141861186
False,True,0.163305070785285,0.9107954887314751
False,True,0.5172838325095765,0.9073752824499326
True,True,0.9526354824567745,0.911241976576401
True,True,0.9168585892234794,0.909324500811171
False,False,0.47184744131595313,0.9084239883829857
False,False,0.0992468158307741,0.910106829850532
True,False,0.8242330475664273,0.9076865564930926
True,True,0.10343564495491664,0.9073670453022173
True,True,0.6943819055193471,0.9068949209752125
True,True,0.3375163079566347,0.9097185249051749
True,True,0.5859234471238552,0.9076591004158052
True,True,0.3122486789213328,0.9087087816962602
True,True,0.38834786469059135,0.9096987155715467
True,True,0.6159832409226974,0.9065853686430367
True,True,0.6242062227684267,0.9083879042535444
True,True,0.5333218134557072,0.9086706327071642
True,True,0.8516310681562249,0.9089675346342516
True,True,0.6732287757143808,0.9095180709291679
True,True,0.4264997294453639,0.9089148013245171
True,True,0.5852264912969263,0.9094849010099308
True,True,0.7132956111382486,0.9085923479689405
True,True,0.8573564299088914,0.9072583591638632
True,True,0.9977140184247216,0.9071203142954826
True,False,0.6554946297236499,0.9083227068861779
False,True,0.7285165210511092,0.9092952759205865
True,True,0.5583733284776548,0.9086125233333946
True,False,0.46022359151446957,0.9084112343252702
False,True,0.7777567849852198,0.9109507292174847
True,False,0.25603016105129806,0.9097483418669455
True,True,0.7285755030055154,0.9082250645313211
False,True,0.6419847796675938,0.9092579710418882
True,True,0.9767813489646614,0.9087153862031179
True,False,0.3901593979980388,0.9092219215002996
False,True,0.9094467679980809,0.9092312335133151
True,True,0.8301907707393478,0.9089871849105015
False,False,0.48270928408120095,0.9074983558867996
True,True,0.5985057835162179,0.908225648329191
True,True,0.6940652380932711,0.9088243805122781
True,False,0.5388560110895495,0.9088405729063529
False,True,0.759626038495307,0.9112248081084854
True,True,0.8086486041758747,0.9068148789772928
True,True,0.8832752361509829,0.9100978947534033
False,False,0.9456147437648106,0.9089991518308074
True,True,0.79361127571238,0.9096205089197631
True,True,0.3008403627944408,0.9110488733316189
True,True,0.8123744716205079,0.9097260427396928
True,False,0.6250927617744184,0.9087062232940775
False,True,0.8855675814576405,0.9076474938819531
True,True,0.44110574133136815,0.9091518023096369
True,True,0.751080697911241,0.908502759589532
True,True,0.5074374043125246,0.905023926050855
True,False,0.10566531362325621,0.9092125370917912
False,True,0.38339172309771086,0.9093942197558514
True,True,0.24120767036937552,0.9090970802955374
True,True,0.5050263120239793,0.9081258596325659
True,True,0.3478696365030357,0.9066785424246749
True,True,0.3464010991426905,0.909286133993556
True,True,0.004805342677822733,0.9071469633831526
True,True,0.2862412019491985,0.9070982910522227
True,True,0.1774623931941287,0.9079646924680521
True,True,0.41271073982326806,0.9104149400008739
True,True,0.3504663163084538,0.9088111011456909
True,True,0.5507383171998257,0.9092874998922988
True,True,0.049714179495787214,0.9088420342446905
True,True,0.22081312765522107,0.9083452138422689
True,True,0.48670775739883165,0.9104778211501151
True,True,0.1380056029155714,0.9094109099739137
True,True,0.4517898715584674,0.9072001258772838
False,False,0.5756022894406414,0.9064614472861618
False,False,0.5743227217078619,0.9095731264449425
False,False,0.5181070139322594,0.9077778347338252
False,False,0.6042583520980646,0.9091392488041485
False,False,0.6558500910172065,0.9082939741559636
False,False,0.6934944985649447,0.9101738741652243
False,False,0.41125131786920144,0.9080923193756109
False,False,0.6706979530461259,0.9073258254628441
False,False,0.6241933057496535,0.9034324312751423
False,False,0.5681145783353712,0.9077747450136597
False,False,0.5197013285389906,0.9077590349782776
False,False,0.6273751766825726,0.9085103309384354
False,False,0.7334144418409595,0.908706693480764
False,False,0.4664844548202599,0.9084118573781701
False,False,0.2686543127077308,0.9103678314338808
False,False,0.5932107870582878,0.9066715688068939
False,False,0.370032508832,0.909768217940425
False,False,0.320831356272138,0.9080372616735545
False,False,0.7124527067264075,0.9089616531754408
False,False,0.5387958775476244,0.9083816386279788
False,False,0.6515899498228785,0.9094568038482678
