neighbours,center,RMSE
82.3196334335167,False,0.9432360100780913
29.54043883629121,True,0.9343885156731122
44.75787805848869,False,0.9302852364851327
41.162112330765524,True,0.9255521711587427
28.596372450567596,True,0.9309416595162993
70.86338056017058,False,0.9347983670133351
59.3375495475529,True,0.9331101618424894
43.44939780643132,True,0.9224095530638596
48.30497732005576,True,0.9371366484526112
72.39118964438815,True,0.9390303277500321
2.5152428735790244,False,1.076498441337563
71.39406428785506,False,0.9334614738962386
94.37099349218909,True,0.9252080479577012
12.781380655101565,True,0.9356438177830736
26.111272316613203,True,0.9305648269099195
13.498744755096014,True,0.9378980923749953
38.75049849116735,True,0.9282804932938193
76.05516915391223,True,0.9426368140170723
80.30174183669659,True,0.9324140516264249
16.79391062460158,False,0.927036374278601
94.27629597955479,True,0.9326881175611516
57.89090668105943,True,0.931052307048349
97.79328250774603,True,0.934302174059493
58.798565670907024,True,0.9347546863557071
86.73476480365738,True,0.935604598335302
64.55362717715317,True,0.9291653065252863
34.98507308360029,True,0.9278147569505903
51.97886771025422,True,0.9290650587680817
88.81999107082794,False,0.9334495079912244
22.05725686516051,True,0.9354623721375477
1.1600742320448916,False,1.2187472572803306
52.03277963411925,True,0.9334433251670881
34.20323319096441,True,0.9218003148392354
34.06275862597333,False,0.9239240725093522
42.80711946329934,True,0.9241096251505259
5.4921020137212935,True,0.9733205201233505
22.91502712348914,True,0.9267511786072132
46.81265503447495,False,0.9326545383788836
33.0670232439913,True,0.9311689354634193
38.86681384708757,True,0.9263871230397074
6.4385085367458,False,0.9609927106544984
62.92769694246951,True,0.9281796432401906
54.83162695885489,True,0.9246522239514571
67.42049079804676,True,0.9373510463033634
29.33991876180876,False,0.9240765182986305
45.29714907983455,True,0.9265756418449742
17.948687202558567,True,0.942252072413213
9.587223826979141,True,0.9494253850068968
24.281575182094198,False,0.9222037410985634
26.914459394301723,False,0.9231682640707872
21.55424971912785,False,0.9388457119281858
15.161556534917688,False,0.939187210262459
11.053912448615769,False,0.9399840230976513
31.372325073891314,False,0.9271251953733997
38.405247465625806,False,0.927155837085228
48.615245711187455,False,0.9279705064685504
26.144258515825094,False,0.935246852719686
18.822492429982645,False,0.927394544374328
37.03696978341985,False,0.9226490382240841
4.709420520543443,False,0.9901821537377452
40.94103379029076,False,0.9361401914948165
76.79403143346971,False,0.9393889585546815
9.129450281506099,False,0.9396984680884617
55.55273213591899,False,0.9271923611002052
23.39347263816791,False,0.9399766972785154
42.92807316827869,True,0.9313326131686155
31.252326114145582,True,0.9258989710825823
50.680988122597874,True,0.9344512662990819
63.65859295195485,True,0.9367266446053633
35.32133026510225,True,0.93777724613626
19.49460079365464,True,0.9302861293973923
53.630876967381795,True,0.9351791077710195
41.05416257766725,True,0.9295215901242004
27.485603607317895,True,0.9366871238576896
60.945557313894426,True,0.9273665015768559
67.05311773835732,True,0.9347015167418083
48.73732679766643,True,0.9227182619947704
14.93257560141711,True,0.9364816204624373
57.20743075737047,True,0.9251310406347737
45.342549419755045,True,0.9359440438581951
30.800312088044198,True,0.9313903654335565
24.99121513523973,False,0.9267227899406366
36.081018498456196,True,0.9322602353050874
20.256883058034536,True,0.9299201430611023
33.05721089799049,False,0.9267655777691206
43.27056657725598,True,0.9230372656599239
11.557011212651279,False,0.9487617329674969
28.536683444596378,True,0.9317359430908269
16.04230660830148,False,0.9322660593000698
73.61467473125231,True,0.9373387464350141
2.2078815439402817,False,1.0741189736139676
24.595839548340848,True,0.9241574457499722
39.67841301983595,False,0.9377830953118729
84.87740676006,True,0.9335397257410906
7.449372182475944,False,0.9629855781521307
60.197299294712856,True,0.9319953549147498
46.89107050206564,True,0.9289419342239782
12.842803290651522,False,0.9437493100285378
50.67576731483328,True,0.9277519654747812
37.36252128050827,False,0.9227526366915735
