1,2,3,4,5
0.076396616,0.076522536,0.076897721,0.076654793,0.077994163
0.084457432,0.085979504,0.084590426,0.086193573,0.086201217
0.086331998,0.090340868,0.091740466,0.088964656,0.092916665
0.091339543,0.092110279,0.093146529,0.094709757,0.096641699
0.090882696,0.097454581,0.09734929,0.09679058,0.096830967
0.096701011,0.096907543,0.097774458,0.098184144,0.097776392
0.097731888,0.097618887,0.099983785,0.098373537,0.101102038
0.094317738,0.101286742,0.103601035,0.100886014,0.097512142
0.099085411,0.095114076,0.101035817,0.103069259,0.098494443
0.101501645,0.097815603,0.100839297,0.101022385,0.101333925
0.096658071,0.100397461,0.101372908,0.100757383,0.100057662
0.103061838,0.103050128,0.101674224,0.099708022,0.102451289
0.096497277,0.099284813,0.100663338,0.102141362,0.103053382
0.096667482,0.103721791,0.102573292,0.101768332,0.101082635
0.09647222,0.101124492,0.100104021,0.098805008,0.097113473
0.103038725,0.097789936,0.09976384,0.098453263,0.101143947
0.096892748,0.100682042,0.100465124,0.099314021,0.10123961
0.102155095,0.098144744,0.099676469,0.099521901,0.100326304
0.097483259,0.099678477,0.096521819,0.101421755,0.102761324
0.09811167,0.099104633,0.102643241,0.10141556,0.100361386
0.097225654,0.101010563,0.103895355,0.101016726,0.100641918
0.101304846,0.096072362,0.102116057,0.097542395,0.101548907
0.098400638,0.098934673,0.099412774,0.099474862,0.098364538
0.095993717,0.100918055,0.101786748,0.101348654,0.101495257
0.094665141,0.097472956,0.099499445,0.101397639,0.098781831
0.100295086,0.099290801,0.101300169,0.099839674,0.096119075
0.099677377,0.098952918,0.101068307,0.09819319,0.099748589
0.096652589,0.098707305,0.099694589,0.097274716,0.100923259
0.095489404,0.099105045,0.098557464,0.098787633,0.098226988
0.095238218,0.098682153,0.098809505,0.098732469,0.096261111
0.100092268,0.10052203,0.099582331,0.100510128,0.099561462
0.100476515,0.09663277,0.096175151,0.096462841,0.09722405
0.094240638,0.093534072,0.100317023,0.098692034,0.098792629
0.092226266,0.09494678,0.099129365,0.09984095,0.096929787
0.097796741,0.094911054,0.095731562,0.101021157,0.095504683
0.098507225,0.097096138,0.096691689,0.098073041,0.099028662
0.095959272,0.097968455,0.097798252,0.09561128,0.100931706
0.097528658,0.096942846,0.094654142,0.097447156,0.097996335
0.092337856,0.098755005,0.097175134,0.094364089,0.099715069
0.092287506,0.097604083,0.100852781,0.097283992,0.098204895
0.097543677,0.095228692,0.097137397,0.09714443,0.096709696
0.097503823,0.097987681,0.096733431,0.09503802,0.099287812
0.094876173,0.096904492,0.09781672,0.098178963,0.096713036
0.095759985,0.096577194,0.096551723,0.098437682,0.100980099
0.093301427,0.095078125,0.095948646,0.097738455,0.096251817
0.091570995,0.096189807,0.095169246,0.093957385,0.093436054
0.093055043,0.09363035,0.094310467,0.101186758,0.094054663
0.09601548,0.09618684,0.093873023,0.095795372,0.094688051
0.097723236,0.095853477,0.096460414,0.093400435,0.097114985
