neighbours,center,MAE
26.094818010669435,False,0.6956046906135406
97.37522486250488,True,0.6954308550322008
20.653306235296725,False,0.6981614985805882
17.30117352081125,False,0.6975499460811594
22.22648182390597,True,0.6967293466840128
1.8507430965796137,False,0.9297849952373436
40.34180916816669,True,0.6951609782257039
75.5119471386407,True,0.6932570533285836
47.62517215272232,False,0.6920043691740385
23.499718813416067,False,0.6957954667809866
75.72034006633086,True,0.6951911380168732
4.745901012133065,False,0.7497950894623311
43.31174950353932,False,0.6922308058002683
48.720397736513135,True,0.6931196228469463
57.4023196258563,False,0.6932657424036196
9.292885578591603,True,0.7104622079256611
49.9911982667111,True,0.6950144496480843
69.93382002718826,True,0.6920266999158874
89.52105225612459,True,0.6939355170620003
4.914809262315728,False,0.7488620008928498
63.81301762909945,True,0.694403963955882
73.72085448486806,False,0.6931083068288034
35.13731321333886,True,0.6929305483686107
60.83774752715339,False,0.6940107558204296
86.43754814362384,True,0.6958686987416264
66.77213319944997,False,0.6919600212277481
31.900823719468875,False,0.6921505114219095
83.20799476142494,False,0.6950428284686965
53.96473292783706,False,0.6923443901157533
65.25491894838962,False,0.6941898610066549
96.91755626203842,False,0.6956540547444509
45.46509499634615,False,0.6937655953653201
35.299922571668574,False,0.6943743241331071
54.26755294876751,False,0.6949712329378918
79.59451650901691,False,0.6944626313269763
93.68294786486385,False,0.695829774229387
28.343268895999014,False,0.6935221146671234
17.456159380374284,False,0.6976340134840322
71.0199580949768,False,0.6940915635612773
40.40541645776976,False,0.6946417908377458
66.9874120064594,False,0.6943988796924506
57.531440467268254,False,0.6938257216742594
12.230011142661112,False,0.7043094526830409
79.75596018780415,False,0.6945453043132996
45.25649741229305,False,0.6930468873410948
25.64426086636786,False,0.696784776955059
60.18892218247636,False,0.6932361704796034
39.34577923752428,False,0.6924847114754306
52.741743359593094,True,0.6930580148656518
19.682421743370885,False,0.6990650664206123
48.833587682182014,True,0.6933841502276532
90.35003882758127,False,0.6939730226152624
69.36523206279429,False,0.6936478940602043
74.78174766583072,True,0.6938297284505844
79.64609363978481,False,0.6948277198605322
62.14608665604158,True,0.6934422349958288
29.73766211886079,False,0.6946318789988687
57.18179315591075,False,0.6926526267549873
33.970377037797846,True,0.6962901460698406
98.47696625518755,False,0.6947065170582134
41.581053519046435,False,0.69365405233537
84.13209569771179,False,0.6958524023214014
12.175897937893104,True,0.7050367944982342
23.183002181144346,False,0.6949953755711679
66.15286871976451,False,0.6934230544653619
71.2183124616039,True,0.6957634953301193
77.44671833679608,True,0.694008834618226
47.10491423987352,True,0.6929371570012962
38.338711692597904,True,0.6930987065854921
87.3976336433054,True,0.6938840094223734
51.505244302752985,True,0.6943503984053326
59.56656088668909,True,0.6946104772565685
55.50801013063704,True,0.6930316118685149
63.48283774202408,True,0.6935247680856697
69.05790598760386,True,0.6919579711697906
94.63368203917142,True,0.6945355729728584
82.47040282391112,False,0.693914607499198
72.25166111919282,True,0.6944316380979436
43.72420177963792,False,0.6929049839540415
49.44127709616924,False,0.6917003309073031
68.75227193795227,False,0.6940650308888077
75.9415209165824,True,0.6923114618550509
50.17207432741284,False,0.694272488214728
36.3551166299188,False,0.6927397085532372
58.616856738817624,True,0.6938379482137369
63.492986200924236,False,0.6929310356095137
55.264324188393594,False,0.69262753287635
90.55693552692773,True,0.6962991626109992
67.33801505697578,False,0.6932743551633052
73.14566712459013,False,0.6941517774629347
1.0180514751335252,True,0.9292750536889014
46.92382594103354,False,0.6955250541569374
77.34174200987556,False,0.6943207196943447
31.83006765662482,True,0.6913157246351943
26.437545301560302,True,0.6939221543794117
3.863201884680791,True,0.7725511279530066
8.454270638627918,True,0.7136580935224424
29.78730361215517,True,0.6954551213536169
20.199372247666325,True,0.6985049149629675
32.66413063846911,True,0.6935038930527625
