neighbours,center,F1,Precision,Recall
66.04969755885027,True,0.04687892461803699,0.03744162940884284,0.11292488453904649
26.306328172245294,True,0.044418998415476384,0.035908262957443475,0.1044673108698317
25.46452974417527,False,0.04434423944211034,0.03600099354197737,0.10319236191658489
20.182601266750112,False,0.04358764990334716,0.035394170255051524,0.10039173132452274
43.27366501402109,False,0.04579614028887878,0.036708609271523356,0.10920284582792304
9.847284412600008,True,0.040258066629422065,0.03305182977314146,0.09187849795554606
14.553285202969606,False,0.04208966293171185,0.034325219407186705,0.09638461251001496
58.97626340172866,False,0.04639542771591558,0.037097682119205375,0.11179792144247795
22.089706413898075,True,0.04407840315727065,0.03570293094883292,0.10237656702029228
88.69605126920027,True,0.0470863783147936,0.03748095395826453,0.11471794795371623
7.770222600843278,False,0.03819616642702076,0.03141390728476835,0.08676750728187145
58.869584133106635,True,0.0460339192263695,0.036875827814569856,0.11034556903140416
50.7019134207582,True,0.04681948654507371,0.0375476072197386,0.11185104037587038
29.468404578417186,True,0.045313723324225945,0.03659933774834457,0.10537049512939603
32.521144400549886,False,0.04553327402396215,0.03661533366451413,0.10789283505170515
15.205979390221332,True,0.04252404239016177,0.03457601854918863,0.09815383977362531
86.90959476029776,True,0.04721526864402055,0.03755754263951005,0.11496279737912603
59.14175966414186,True,0.046678288448251046,0.03734105960264926,0.11138211075863452
25.212566678664057,False,0.04444778960793472,0.03594039735099361,0.10391079334648258
3.3789218842220596,False,0.03301747709632394,0.027532704090081413,0.0735026318627892
93.50186607736768,True,0.04733266044141565,0.03769956939383926,0.11559250153697993
97.44928745869812,True,0.04612702182254932,0.036683225699619286,0.1123775939568561
78.63306068137658,True,0.0467412109128504,0.03725165562913925,0.11419070998187873
80.59314829490295,True,0.04733657180527744,0.03772644477562542,0.11462663389100046
98.64568223712511,True,0.04670415272633756,0.03709837694600892,0.11407072473448121
76.41960673735528,True,0.04754277395066709,0.037913907284768365,0.1156983709613924
75.76413649465584,True,0.04685230899685276,0.03736920529801342,0.11394618204807137
74.22162466813337,True,0.0471922550675867,0.0377161311692616,0.11409197785072767
67.87726979909016,True,0.04670316861721832,0.03726610365954655,0.11283103158513358
84.198137264314,True,0.04698249632422208,0.03744370860927178,0.11363506476511727
69.69209544337684,True,0.04682506470271845,0.037302533532042076,0.11416194698251592
80.77616025956036,True,0.046849737460832486,0.037312913907284875,0.11389656367081277
40.40840598945657,True,0.04575792175977147,0.03670255051341529,0.10888263701561121
53.58095239553812,True,0.04697887076019388,0.03754304635761609,0.11214139997193222
93.24252863736596,True,0.04680406677560141,0.03722967378705093,0.11381624270945483
64.05841930554647,True,0.04595219259670255,0.03674283821824831,0.11041555706313992
72.70225311930956,False,0.04689287306685747,0.037473091571452406,0.11338841566649527
42.54890102390017,True,0.04627203675077079,0.037138125207022546,0.11065031220608587
62.87504826824842,True,0.04688303649462177,0.037526490066225375,0.11257910273153629
81.17504590671439,False,0.046646415619485675,0.03731291390728505,0.11249822956685947
91.14271103016952,True,0.04725962619552925,0.03757410167246257,0.1155035659212219
46.604260473532655,True,0.04582894162182305,0.036779801324503515,0.10859325931231609
36.995148626486724,False,0.04578709809745335,0.03674668874172215,0.10879953072980286
99.9384693754923,True,0.046419029248966015,0.037016062261964154,0.112118268493345
86.28754489185125,True,0.04711006252096031,0.037413050679033055,0.11418673576925614
54.5351261954339,False,0.046500755109575145,0.037140255009107705,0.11194414011275924
70.60421136794795,True,0.04718800045305253,0.037655240933929766,0.11402032572930754
60.99360051110712,True,0.04674112037470646,0.03737704918032817,0.11179369084190965
47.07249547529426,False,0.045957007636156,0.03690511674118265,0.10910593284352897
66.14174419031775,True,0.04611858291434437,0.0368923841059605,0.1110202643209041
83.61172992948903,True,0.046620466072822775,0.03721026490066258,0.1130360357485205
77.84889945131218,False,0.04686612309404654,0.03734514739980139,0.11371250728976096
55.26526277506797,True,0.046497048487698416,0.03717243664071577,0.1116639415763178
96.52456654025119,True,0.047086153474957475,0.037537671799967275,0.11388552494206218
91.0472083561265,True,0.046589014643736396,0.03712439953619373,0.11308401642141043
88.51188936274428,False,0.046655080467025864,0.037122516556291604,0.11379421977428214
76.3169842728994,True,0.04684331812853625,0.037325716178175455,0.11389097044620342
71.5412276718487,True,0.04608110157424967,0.03678807947019883,0.11118853845810056
48.686510758632906,True,0.04649448881735241,0.037205298013245125,0.11155891144291963
36.80522439881056,False,0.04486054508933237,0.036164927968206945,0.10538446421376259
3.0477312488618806,False,0.033071162110679814,0.0274904754016898,0.07368471400492718
24.792438916650124,True,0.04396480805366622,0.0356946514323566,0.10221139941791461
26.002830056555545,True,0.04430893533463017,0.03575000000000022,0.10430736400630508
51.01075870500427,True,0.0458643088879592,0.03681020205366045,0.10928703585938289
47.910489996660814,False,0.045790083458238554,0.0367191122888376,0.10855624534911418
47.80265640808453,False,0.04633667802699793,0.037117072362974256,0.11096003821348041
52.53425857909284,False,0.04617719849767392,0.03705629139072869,0.11007416985111147
83.73515002757296,False,0.046834916351056924,0.03741305067903308,0.11268617444918881
33.16720778716683,True,0.04594875209351076,0.03693543046357635,0.10934787858715068
71.61786232344575,False,0.04628147647304799,0.036997847325716336,0.11137424305078424
83.02813921564952,False,0.04629378950136266,0.03701771816525939,0.11238966578013376
54.86297699539446,True,0.04580511616927559,0.03665120900960607,0.10981214053371983
39.836044530677256,False,0.04562248687704148,0.036744494121543486,0.10781696428309606
97.01946261662053,False,0.04705856896765335,0.037486754966887643,0.11490194840993839
65.52331033592966,True,0.04637912404208192,0.03707733068388829,0.11111371203070246
91.43324700466412,True,0.047055726626990924,0.03745860927152332,0.11456828517797456
17.965155249035018,False,0.04314831844648293,0.03494783904619988,0.1011276623771577
72.74473319846024,False,0.046908427798801375,0.037396920019871153,0.11398610566190806
