neighbours,center,MAE
36.11778152610875,False,0.6679464914420286
19.65786700274572,False,0.6622361140951282
39.54678334325891,True,0.6667348831908875
12.033159730184238,False,0.6612246939349327
95.1979693454171,True,0.6764164506665956
1.2689539226668467,False,0.8304406225714119
63.82198202047119,False,0.6721366738840556
9.514961013610437,False,0.6654377085801141
11.303442380564256,True,0.662805255081144
5.446393423694062,True,0.6798880874443659
8.076084873180633,True,0.6672808449221502
19.19732475105249,False,0.6608819985805989
53.89228632362834,True,0.6692842498437759
89.5306170934494,False,0.677511612412686
69.1318521305518,False,0.6738011189437063
79.32804000356626,False,0.6754986324197203
89.33963972058721,False,0.6753603936242261
17.057366316308233,False,0.6608982864870391
64.53290130635713,False,0.6728461853588689
60.869276628103954,False,0.6709239475231614
24.600755712327313,False,0.6625528214269555
32.675620152437105,False,0.6655871052515595
45.534971605433185,False,0.6687169114211148
25.158722533302296,False,0.6626422115097369
18.848599299994074,False,0.6603331793339543
30.345001643504908,False,0.6647400600528157
47.19322165441934,False,0.6693522805375033
2.6583868922135423,False,0.7370492508289995
36.9359378878505,False,0.6667557562917433
20.49204051194956,True,0.6619636558322545
28.105714734306407,False,0.663232692477214
42.75859611622425,False,0.6680731769570347
53.64123025565605,False,0.6694578227833288
18.606010783084916,True,0.6601699534897095
36.84404481445563,True,0.666375919351914
18.109156912256356,True,0.661976870301625
13.842835176225936,True,0.6629949887997146
2.6682616928745873,True,0.7357144788742677
33.78579634668055,True,0.6640120234800696
25.124723449720673,True,0.6622989341994152
12.597000070832216,True,0.6602571238345045
9.68186989425635,True,0.6651260670998411
5.69474966112481,True,0.6798412574632956
13.698972756271388,True,0.6625382383120307
41.000853968194505,True,0.6673648936713437
49.56280893146342,True,0.6684708287903579
72.17500327615268,True,0.6736176867366802
99.24115239409026,True,0.675450607051638
1.448537385418252,True,0.8293207488801108
58.14750457431386,True,0.6708241277565864
7.48140434803753,True,0.6675825107493947
78.40136005945946,True,0.6721621093129073
22.601746494808964,True,0.6614957049480495
14.567155683103083,True,0.6610282049203492
28.374498588503464,True,0.6633788713751516
32.900436381714414,True,0.6642600610198242
54.23726861989793,True,0.6705134940846411
10.866958395629078,True,0.6627211840998328
39.712187236054916,True,0.6651469480074639
45.32266996775114,True,0.6653418020904782
4.586103304632813,True,0.6870255642748946
88.8763171660054,True,0.6755409683065572
28.10911509527275,True,0.6639543983331557
16.191436683280585,True,0.6617911131878749
21.601533049745434,True,0.6625011228925463
17.902326378750256,False,0.6605781307183806
23.53221417071302,False,0.662392890790136
8.130234883767177,False,0.6668912718056921
34.616320290572986,False,0.6652838913480524
11.751485143328742,False,0.663927075369422
30.5906415302844,False,0.6645728886275724
20.083279643643714,False,0.6615670661567741
36.6177571780949,False,0.6659209957554737
26.04287104959205,False,0.6639183711663148
5.306053121432665,False,0.6765646073091787
16.472149884363315,True,0.660245174767022
1.3474498618468829,True,0.8300032627844262
12.10629368147588,True,0.6615255862652323
31.02888748998663,True,0.6642331067112188
43.38187960511426,True,0.6661074686001468
15.134056012541073,True,0.6604511557065391
69.32975541853945,True,0.674192206412861
8.212061316450441,True,0.6678094609501928
49.481562550070706,True,0.6686179476867916
26.453219176316022,True,0.6637753727759012
3.330714348500015,True,0.7046694833188467
61.070099086391934,True,0.6731624420726894
20.421398547414064,True,0.6616205734281908
12.887013756996048,True,0.6647394014012475
38.245511289762405,True,0.6650830695660538
51.900256536806566,True,0.6718561938735457
16.907059824898077,True,0.661483783228614
5.929639314652777,True,0.6761692025081096
23.209587673292603,True,0.6606512237851574
10.513706758255049,True,0.6637985662053698
34.609422678323426,True,0.6638172878462607
30.13008269121351,True,0.6644354097993996
78.96489588904682,True,0.6746364669657403
83.06908442476767,True,0.6741242829113446
1.293686542801595,True,0.8306386451626295
